MsgID.STATE,0.0000000,False,False,1
MsgID.LOCAL_POSITION,112.8190000,53.1168480,-145.9564056,0.0454457
MsgID.LOCAL_VELOCITY,112.8190000,0.0000001,0.0000211,0.0000091
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929576,-0.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,113.0690000,53.0194168,-145.9474182,0.0244715
MsgID.LOCAL_VELOCITY,113.0690000,-0.0000043,0.0000471,0.0000185
MsgID.GLOBAL_POSITION,0.0000000,-122.3990950,37.7929593,0.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,113.3190000,53.2121811,-145.9285889,-0.0101091
MsgID.LOCAL_VELOCITY,113.3190000,0.0000056,0.0000512,0.0000191
MsgID.GLOBAL_POSITION,0.0000000,-122.3990935,37.7929595,0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,113.5690000,53.2266541,-145.7963409,-0.0540403
MsgID.LOCAL_VELOCITY,113.5690000,-0.0000059,0.0000471,0.0000205
MsgID.GLOBAL_POSITION,0.0000000,-122.3990934,37.7929574,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,113.8190000,52.9928398,-145.7890320,-0.1018263
MsgID.LOCAL_VELOCITY,113.8190000,-0.0000020,0.0000461,0.0000132
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929576,0.1470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,114.0690000,53.0170670,-145.9483795,-0.1473896
MsgID.LOCAL_VELOCITY,114.0690000,-0.0000053,0.0000443,0.0000184
MsgID.GLOBAL_POSITION,0.0000000,-122.3990946,37.7929591,0.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,114.3190000,53.1873665,-145.9011536,-0.1837517
MsgID.LOCAL_VELOCITY,114.3190000,0.0000062,0.0000566,0.0000192
MsgID.GLOBAL_POSITION,0.0000000,-122.3990950,37.7929595,0.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,114.5690000,53.2254677,-145.9338837,-0.2076608
MsgID.LOCAL_VELOCITY,114.5690000,0.0000246,-0.0000098,0.0000104
MsgID.GLOBAL_POSITION,0.0000000,-122.3990936,37.7929579,0.2160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,114.8200000,53.0546875,-145.8090057,-0.2161804
MsgID.LOCAL_VELOCITY,114.8200000,-0.0000056,0.0000469,0.0000191
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990945,37.7929583,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,115.0720000,53.0935326,-145.8860779,-0.2089944
MsgID.LOCAL_VELOCITY,115.0720000,-0.0000015,0.0000529,0.0000107
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929591,0.1890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,115.3220000,53.1872139,-145.9474182,-0.1898600
MsgID.LOCAL_VELOCITY,115.3220000,-0.0000055,0.0000481,0.0000195
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929588,0.1630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,115.5730000,53.1512489,-145.9512024,-0.1634231
MsgID.LOCAL_VELOCITY,115.5730000,0.0000017,0.0000566,0.0000195
MsgID.GLOBAL_POSITION,0.0000000,-122.3990955,37.7929588,0.1350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,115.8230000,53.1509743,-145.9810181,-0.1354602
MsgID.LOCAL_VELOCITY,115.8230000,-0.0000042,0.0000484,0.0000171
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990939,37.7929588,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,116.0730000,53.1509743,-145.8344116,-0.1111877
MsgID.LOCAL_VELOCITY,116.0730000,0.0000042,0.0000585,0.0000130
MsgID.GLOBAL_POSITION,0.0000000,-122.3990947,37.7929588,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,116.3230000,53.1509705,-145.9029083,-0.0942175
MsgID.LOCAL_VELOCITY,116.3230000,-0.0000048,0.0000484,0.0000106
MsgID.GLOBAL_POSITION,0.0000000,-122.3990959,37.7929585,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,116.5730000,53.1192055,-146.0112915,-0.0853834
MsgID.LOCAL_VELOCITY,116.5730000,-0.0000608,-0.0000433,0.0000223
MsgID.GLOBAL_POSITION,0.0000000,-122.3990966,37.7929584,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,116.8230000,53.1122894,-146.0770264,-0.0827051
MsgID.LOCAL_VELOCITY,116.8230000,-0.0001188,-0.0000629,0.0000248
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990963,37.7929593,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,117.0730000,53.2093964,-146.0466309,-0.0823541
MsgID.LOCAL_VELOCITY,117.0730000,0.0000112,0.0000622,0.0000161
MsgID.GLOBAL_POSITION,0.0000000,-122.3990947,37.7929603,0.0800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,117.3230000,53.3172989,-145.9101410,-0.0809093
MsgID.LOCAL_VELOCITY,117.3230000,-0.0000019,0.0000513,0.0000160
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929603,0.0760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,117.5730000,53.3233147,-145.9458923,-0.0766371
MsgID.LOCAL_VELOCITY,117.5730000,0.0000056,0.0000614,0.0000107
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929592,0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,117.8230000,53.1935387,-145.9474030,-0.0690357
MsgID.LOCAL_VELOCITY,117.8230000,-0.0000019,0.0000517,0.0000193
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990948,37.7929588,0.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,118.0730000,53.1509819,-145.9148865,-0.0589661
MsgID.LOCAL_VELOCITY,118.0730000,0.0000030,0.0000576,0.0000190
MsgID.GLOBAL_POSITION,0.0000000,-122.3990957,37.7929588,0.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,118.3230000,53.1509743,-145.9936981,-0.0481982
MsgID.LOCAL_VELOCITY,118.3230000,-0.0000001,0.0000544,0.0000181
MsgID.GLOBAL_POSITION,0.0000000,-122.3990965,37.7929588,0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,118.5740000,53.1509781,-146.0626526,-0.0391619
MsgID.LOCAL_VELOCITY,118.5740000,-0.0006324,0.0001286,-0.0000476
MsgID.GLOBAL_POSITION,0.0000000,-122.3990953,37.7929588,0.0320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,118.8240000,53.1510544,-145.9589539,-0.0327349
MsgID.LOCAL_VELOCITY,118.8240000,-0.0000014,0.0000506,0.0000155
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990959,37.7929587,0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,119.0740000,53.1440163,-146.0126801,-0.0309754
MsgID.LOCAL_VELOCITY,119.0740000,0.0000183,0.0000427,0.0000141
MsgID.GLOBAL_POSITION,0.0000000,-122.3990970,37.7929583,0.0340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,119.3240000,53.0971985,-146.1096344,-0.0345071
MsgID.LOCAL_VELOCITY,119.3240000,0.0000084,0.0000344,0.0000131
MsgID.GLOBAL_POSITION,0.0000000,-122.3990968,37.7929584,0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,119.5740000,53.1119461,-146.0930634,-0.0435386
MsgID.LOCAL_VELOCITY,119.5740000,-0.0000032,0.0000498,0.0000131
MsgID.GLOBAL_POSITION,0.0000000,-122.3990953,37.7929586,0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,119.8250000,53.1257896,-145.9631653,-0.0573829
MsgID.LOCAL_VELOCITY,119.8250000,0.0000013,0.0000527,0.0000162
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929574,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,120.0750000,52.9991379,-145.9474182,-0.0744563
MsgID.LOCAL_VELOCITY,120.0750000,-0.0000078,0.0000436,0.0000193
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929574,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,120.3320000,52.9937744,-145.9474182,-0.0937296
MsgID.LOCAL_VELOCITY,120.3320000,-0.0000039,0.0000484,0.0000143
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929582,0.1140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,120.5820000,53.0921173,-145.9474182,-0.1145296
MsgID.LOCAL_VELOCITY,120.5820000,0.0000110,0.0000618,0.0000153
MsgID.GLOBAL_POSITION,0.0000000,-122.3990950,37.7929599,0.1350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,120.8320000,53.2798386,-145.9349518,-0.1354189
MsgID.LOCAL_VELOCITY,120.8320000,-0.0000109,0.0000400,0.0000179
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990946,37.7929587,0.1530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,121.0830000,53.1477509,-145.8975983,-0.1537350
MsgID.LOCAL_VELOCITY,121.0830000,0.0000154,0.0000465,0.0000111
MsgID.GLOBAL_POSITION,0.0000000,-122.3990950,37.7929597,0.1660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,121.3330000,53.2483444,-145.9341431,-0.1661361
MsgID.LOCAL_VELOCITY,121.3330000,-0.0001095,-0.0000515,0.0000278
MsgID.GLOBAL_POSITION,0.0000000,-122.3990936,37.7929598,0.1690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,121.5830000,53.2615776,-145.8070221,-0.1692449
MsgID.LOCAL_VELOCITY,121.5830000,0.0000010,0.0000508,0.0000126
MsgID.GLOBAL_POSITION,0.0000000,-122.3990945,37.7929588,0.1600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,121.8330000,53.1546974,-145.8867645,-0.1606976
MsgID.LOCAL_VELOCITY,121.8330000,0.0000051,0.0000580,0.0000194
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990948,37.7929597,0.1390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,122.0830000,53.2538910,-145.9143066,-0.1396933
MsgID.LOCAL_VELOCITY,122.0830000,0.0000155,0.0000472,0.0000175
MsgID.GLOBAL_POSITION,0.0000000,-122.3990940,37.7929586,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,122.3330000,53.1326675,-145.8467407,-0.1078614
MsgID.LOCAL_VELOCITY,122.3330000,-0.0000013,0.0000521,0.0000100
MsgID.GLOBAL_POSITION,0.0000000,-122.3990965,37.7929574,0.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,122.5830000,52.9932556,-146.0661926,-0.0687826
MsgID.LOCAL_VELOCITY,122.5830000,0.0000040,0.0000583,0.0000132
MsgID.GLOBAL_POSITION,0.0000000,-122.3990944,37.7929574,0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,122.8330000,52.9971695,-145.8817139,-0.0275637
MsgID.LOCAL_VELOCITY,122.8330000,-0.0000077,0.0000401,0.0000202
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990940,37.7929586,-0.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,123.0830000,53.1271629,-145.8464203,0.0104248
MsgID.LOCAL_VELOCITY,123.0830000,0.0000035,0.0000582,0.0000117
MsgID.GLOBAL_POSITION,0.0000000,-122.3990957,37.7929599,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,123.3330000,53.2766647,-145.9960022,0.0409693
MsgID.LOCAL_VELOCITY,123.3330000,0.0000043,0.0000583,0.0000185
MsgID.GLOBAL_POSITION,0.0000000,-122.3990958,37.7929587,-0.0610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,123.5840000,53.1399841,-145.9998169,0.0616957
MsgID.LOCAL_VELOCITY,123.5840000,0.0000219,0.0000193,0.0000234
MsgID.GLOBAL_POSITION,0.0000000,-122.3990956,37.7929599,-0.0720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,123.8340000,53.2710609,-145.9866943,0.0729480
MsgID.LOCAL_VELOCITY,123.8340000,0.0000162,0.0000425,0.0000114
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990946,37.7929597,-0.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,124.0840000,53.2524834,-145.8946075,0.0775154
MsgID.LOCAL_VELOCITY,124.0840000,0.0000813,0.0001405,0.0000125
MsgID.GLOBAL_POSITION,0.0000000,-122.3990934,37.7929589,-0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,124.3340000,53.1669769,-145.7868652,0.0784350
MsgID.LOCAL_VELOCITY,124.3340000,-0.0000078,0.0000449,0.0000196
MsgID.GLOBAL_POSITION,0.0000000,-122.3990935,37.7929598,-0.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,124.5840000,53.2606049,-145.8027496,0.0777848
MsgID.LOCAL_VELOCITY,124.5840000,-0.0000100,0.0000385,0.0000133
MsgID.GLOBAL_POSITION,0.0000000,-122.3990957,37.7929605,-0.0760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,124.8340000,53.3388939,-145.9923859,0.0763916
MsgID.LOCAL_VELOCITY,124.8340000,0.0002281,0.0001433,-0.0000088
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990958,37.7929597,-0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,125.0840000,53.2563667,-146.0049744,0.0739588
MsgID.LOCAL_VELOCITY,125.0840000,0.0000750,0.0001321,0.0000033
MsgID.GLOBAL_POSITION,0.0000000,-122.3990935,37.7929577,-0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,125.3340000,53.0276031,-145.7995148,0.0692441
MsgID.LOCAL_VELOCITY,125.3340000,0.0000401,0.0001253,0.0000050
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929589,-0.0600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,125.5840000,53.1639099,-145.9532928,0.0601881
MsgID.LOCAL_VELOCITY,125.5840000,0.0002300,0.0001377,-0.0000050
MsgID.GLOBAL_POSITION,0.0000000,-122.3990953,37.7929598,-0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,125.8340000,53.2629929,-145.9634247,0.0441625
MsgID.LOCAL_VELOCITY,125.8340000,-0.0000083,0.0000404,0.0000137
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990953,37.7929587,-0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,126.0840000,53.1421204,-145.9619904,0.0182854
MsgID.LOCAL_VELOCITY,126.0840000,0.0000005,0.0000494,0.0000141
MsgID.GLOBAL_POSITION,0.0000000,-122.3990938,37.7929600,0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,126.3350000,53.2876778,-145.8222198,-0.0186925
MsgID.LOCAL_VELOCITY,126.3350000,-0.0000032,0.0000502,0.0000136
MsgID.GLOBAL_POSITION,0.0000000,-122.3990949,37.7929597,0.0640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,126.5850000,53.2515068,-145.9260712,-0.0641058
MsgID.LOCAL_VELOCITY,126.5850000,0.0000058,0.0000582,0.0000197
MsgID.GLOBAL_POSITION,0.0000000,-122.3990943,37.7929585,0.1110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,126.8350000,53.1196518,-145.8726807,-0.1116815
MsgID.LOCAL_VELOCITY,126.8350000,-0.0000088,0.0000433,0.0000173
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990945,37.7929572,0.1550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,127.0850000,52.9731522,-145.8912506,-0.1555945
MsgID.LOCAL_VELOCITY,127.0850000,-0.0000003,0.0000531,0.0000089
MsgID.GLOBAL_POSITION,0.0000000,-122.3990967,37.7929578,0.1890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,127.3350000,53.0451889,-146.0855103,-0.1897518
MsgID.LOCAL_VELOCITY,127.3350000,-0.0000035,0.0000495,0.0000131
MsgID.GLOBAL_POSITION,0.0000000,-122.3990958,37.7929588,0.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,127.5850000,53.1569176,-145.9990082,-0.2078064
MsgID.LOCAL_VELOCITY,127.5850000,-0.0000031,0.0000499,0.0000144
MsgID.GLOBAL_POSITION,0.0000000,-122.3990939,37.7929576,0.2040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,127.8360000,53.0218697,-145.8285980,-0.2040446
MsgID.LOCAL_VELOCITY,127.8360000,0.0000224,0.0000545,0.0000126
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990950,37.7929592,0.1770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,128.0860000,53.2038918,-145.9322815,-0.1772713
MsgID.LOCAL_VELOCITY,128.0860000,0.0000071,0.0000564,0.0000186
MsgID.GLOBAL_POSITION,0.0000000,-122.3990956,37.7929596,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,128.3360000,53.2395325,-145.9846344,-0.1321179
MsgID.LOCAL_VELOCITY,128.3360000,0.0000246,0.0000146,0.0000287
MsgID.GLOBAL_POSITION,0.0000000,-122.3990951,37.7929588,0.0760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,128.5860000,53.1581841,-145.9394379,-0.0741748
MsgID.LOCAL_VELOCITY,128.5860000,0.0000022,0.0000552,0.0000210
MsgID.GLOBAL_POSITION,0.0000000,-122.3990941,37.7929601,0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,128.8360000,53.3005219,-145.8532104,-0.0189167
MsgID.LOCAL_VELOCITY,128.8360000,-0.0000638,-0.0000453,0.0000157
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990943,37.7929589,-0.0280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,129.0860000,53.1560287,-145.8736877,0.0289959
MsgID.LOCAL_VELOCITY,129.0860000,0.0000040,0.0000592,0.0000203
MsgID.GLOBAL_POSITION,0.0000000,-122.3990966,37.7929578,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,129.3360000,53.0379944,-146.0694275,0.0581598
MsgID.LOCAL_VELOCITY,129.3360000,0.0000003,0.0000557,0.0000109
MsgID.GLOBAL_POSITION,0.0000000,-122.3990941,37.7929592,-0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,129.5860000,53.2043533,-145.8531952,0.0671232
MsgID.LOCAL_VELOCITY,129.5860000,0.0000025,0.0000540,0.0000098
MsgID.GLOBAL_POSITION,0.0000000,-122.3990943,37.7929605,-0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,129.8360000,53.3366470,-145.8754578,0.0573910
MsgID.LOCAL_VELOCITY,129.8360000,0.0000086,0.0000586,0.0000120
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929595,-0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,130.0860000,53.2250900,-145.9473267,0.0346523
MsgID.LOCAL_VELOCITY,130.0860000,0.0000034,0.0000578,0.0000182
MsgID.GLOBAL_POSITION,0.0000000,-122.3990948,37.7929588,-0.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,130.3360000,53.1516228,-145.9092712,0.0054248
MsgID.LOCAL_VELOCITY,130.3360000,0.0000174,0.0000367,0.0000189
MsgID.GLOBAL_POSITION,0.0000000,-122.3990948,37.7929588,0.0230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,130.5860000,53.1509705,-145.9158783,-0.0241713
MsgID.LOCAL_VELOCITY,130.5860000,-0.0000047,0.0000438,0.0000207
MsgID.GLOBAL_POSITION,0.0000000,-122.3990946,37.7929582,0.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,130.8360000,53.0792847,-145.8883820,-0.0489851
MsgID.LOCAL_VELOCITY,130.8360000,-0.0000062,0.0000390,0.0000183
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3990935,37.7929575,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,131.0860000,53.0093269,-145.8036346,-0.0660757
MsgID.LOCAL_VELOCITY,131.0860000,-0.0000020,0.0000489,0.0000128
MsgID.GLOBAL_POSITION,0.0000000,-122.3990953,37.7929591,0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,131.3370000,53.1915474,-145.9701996,-0.0741279
MsgID.LOCAL_VELOCITY,131.3370000,0.0000037,0.0000596,0.0000202
MsgID.GLOBAL_POSITION,0.0000000,-122.3990967,37.7929593,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,131.5870000,53.2097168,-146.0875702,-0.0743579
MsgID.LOCAL_VELOCITY,131.5870000,0.0000247,-0.0000105,0.0000060
MsgID.GLOBAL_POSITION,0.0000000,-122.3990952,37.7929588,0.0690000
